Site.Code,Site,Subsite,Sampling.Time,Month,Data.Entered.by,Plot.ID,unique.ID,Prior.to.change,Previous.Spellings,Other.notes,Original.Species,Juvenile,Subspecies,Species,Subgenus,Genus,Tribe,Subfamily,Family,Superfamily,Subsection,Section,Parvorder,Infraorder,Suborder,Order,Superorder,Infraclass,Subclass,Class,Group,Taxa,Type.Partner,Type,Total.Abundance,Notes,Total.Abundance.to.1.mm,Measured.size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Dry.Mass.g,individuals/SizeCount,DW.(g),Vegetative.or.Flower,Shoot.ID
OR,OR.A,A,2,August,JB,8,OR.A.2.8,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,7,OR.A.2.7,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,6,OR.A.2.6,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,5,OR.A.2.5,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,4,OR.A.2.4,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,3,OR.A.2.3,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,20,OR.A.2.20,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,2,OR.A.2.2,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,19,OR.A.2.19,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,18,OR.A.2.18,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,17,OR.A.2.17,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,16,OR.A.2.16,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,14,OR.A.2.14,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,13,OR.A.2.13,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,12,OR.A.2.12,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,11,OR.A.2.11,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,10,OR.A.2.10,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,1,OR.A.2.1,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,1,May,JB,2,OR.A.1.2,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,1,May,JB,17,OR.A.1.17,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,1,May,JB,16,OR.A.1.16,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,1,May,JB,15,OR.A.1.15,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,1,May,JB,14,OR.A.1.14,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,1,May,JB,10,OR.A.1.10,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,4,FR.B.1.4,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,4,FR.B.1.4,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,3,FR.B.1.3,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,3,FR.B.1.3,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,18,FR.B.1.18,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,18,FR.B.1.18,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,11,FR.B.1.11,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.B,B,1,June,NV/NN,11,FR.B.1.11,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,20,FR.A.1.20,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,20,FR.A.1.20,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,17,FR.A.1.17,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,17,FR.A.1.17,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,16,FR.A.1.16,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,16,FR.A.1.16,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,12,FR.A.1.12,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,FR.A,A,1,June,NV/NN,12,FR.A.1.12,Platynereis.dumerili,Platynereis.dumerili,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,9,SW.B.1.9,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,2,see.size.(TL),0,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,8,SW.B.1.8,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,6,see.size.(TL),0,13,4,6,9,14,3,NA,NA,NA,NA,NA,6,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,7,SW.B.1.7,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,6,see.size.(TL),0,12,30,26,16,20,23,NA,NA,NA,NA,NA,6,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,6,SW.B.1.6,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,7,see.size.(TL),0,16,5,4,8,7,4,6,NA,NA,NA,NA,7,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,5,SW.B.1.5,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,5,see.size.(TL),0,6,5,8,15,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,4,SW.B.1.4,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,4,see.size.(TL),0,11,7,5,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,3,SW.B.1.3,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,3,see.size.(TL),0,21,6,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,20,SW.B.1.20,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,2,see.size.(TL),0,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,2,SW.B.1.2,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,6,see.size.(TL),0,12,7,9,4,6,7,NA,NA,NA,NA,NA,6,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,19,SW.B.1.19,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,6,see.size.(TL),0,13,14,19,12,6,11,NA,NA,NA,NA,NA,6,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,18,SW.B.1.18,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,7,see.size.(TL),0,8,12,4,15,14,7,5,NA,NA,NA,NA,7,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,17,SW.B.1.17,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,5,see.size.(TL),0,6,7,5,3,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,16,SW.B.1.16,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,4,see.size.(TL),0,4,5,10,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,15,SW.B.1.15,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,10,see.size.(TL),0,12,6,13,5,4,10,5,10,8,4,NA,10,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,14,SW.B.1.14,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,2,see.size.(TL),0,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
SW,SW.B,B,1,August,Jonas.Thormar,13,SW.B.1.13,Platynereis.dumerilii,NA,NA,Platynereis.dumerilii,N,NA,Platynereis.dumerilii,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,5,see.size.(TL),0,12,9,8,7,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
